date,window_active,gate_reason,prior13_real,prior26_real,bankroll_start,bankroll_end,requested_bets,affordable_bets,bets,hits,misses,ledger,real,bonus,drawdown,hit_rate,base_bets,base_hits,base_real
2026-01-01,False,"prior13_real=-169.50, prior26_real=161.50",-169.5,161.5,1000.0,1000.0,0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,15,2,70.0
2026-01-02,False,"prior13_real=-169.50, prior26_real=161.50",-169.5,161.5,1000.0,1000.0,0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,15,3,180.0
2026-01-03,False,"prior13_real=-169.50, prior26_real=161.50",-169.5,161.5,1000.0,1000.0,0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,15,1,-34.0
2026-01-04,False,"prior13_real=-273.50, prior26_real=161.50",-273.5,161.5,1000.0,1000.0,0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,15,1,-34.0
2026-01-05,False,"prior13_real=-273.50, prior26_real=161.50",-273.5,161.5,1000.0,1000.0,0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,15,0,-127.5
2026-01-06,False,"prior13_real=-273.50, prior26_real=-256.00",-273.5,-256.0,1000.0,1000.0,0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,15,0,-127.5
2026-01-07,False,"prior13_real=-367.00, prior26_real=-349.50",-367.0,-349.5,1000.0,1000.0,0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,15,3,180.0
2026-01-08,False,"prior13_real=-59.50, prior26_real=-349.50",-59.5,-349.5,1000.0,1000.0,0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,15,1,-34.0
2026-01-09,False,"prior13_real=-59.50, prior26_real=-453.50",-59.5,-453.5,1000.0,1000.0,0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,15,1,-34.0
2026-01-10,False,"prior13_real=34.00, prior26_real=-453.50",34.0,-453.5,1000.0,1000.0,0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,15,2,70.0
2026-01-11,False,"prior13_real=231.50, prior26_real=-349.50",231.5,-349.5,1000.0,1000.0,0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,15,1,-34.0
2026-01-12,False,"prior13_real=17.50, prior26_real=-256.00",17.5,-256.0,1000.0,1000.0,0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,15,2,70.0
2026-01-13,False,"prior13_real=17.50, prior26_real=-58.50",17.5,-58.5,1000.0,1000.0,0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,15,2,70.0
2026-01-14,True,"prior13_real=215.00, prior26_real=45.50",215.0,45.5,1000.0,1180.0,15,100,15,3,12,180.0,180.0,0.0,0.0,0.2,15,3,180.0
2026-01-15,True,"prior13_real=325.00, prior26_real=155.50",325.0,155.5,1180.0,1250.0,15,118,15,2,13,70.0,70.0,0.0,0.0,0.133333,15,2,70.0
2026-01-16,True,"prior13_real=215.00, prior26_real=45.50",215.0,45.5,1250.0,1430.0,15,125,15,3,12,180.0,180.0,0.0,0.0,0.2,15,3,180.0
2026-01-17,True,"prior13_real=429.00, prior26_real=155.50",429.0,155.5,1430.0,1396.0,15,143,15,1,14,-40.0,-34.0,6.0,-34.0,0.066667,15,1,-34.0
2026-01-18,True,"prior13_real=429.00, prior26_real=155.50",429.0,155.5,1396.0,1268.5,15,139,15,0,15,-150.0,-127.5,22.5,-161.5,0.0,15,0,-127.5
2026-01-19,True,"prior13_real=429.00, prior26_real=155.50",429.0,155.5,1268.5,1338.5,15,126,15,2,13,70.0,70.0,0.0,-91.5,0.133333,15,2,70.0
2026-01-20,True,"prior13_real=626.50, prior26_real=259.50",626.5,259.5,1338.5,1211.0,15,133,15,0,15,-150.0,-127.5,22.5,-219.0,0.0,15,0,-127.5
2026-01-21,True,"prior13_real=319.00, prior26_real=259.50",319.0,259.5,1211.0,1177.0,15,121,15,1,14,-40.0,-34.0,6.0,-253.0,0.066667,15,1,-34.0
2026-01-22,True,"prior13_real=319.00, prior26_real=259.50",319.0,259.5,1177.0,1247.0,15,117,15,2,13,70.0,70.0,0.0,-183.0,0.133333,15,2,70.0
2026-01-23,True,"prior13_real=423.00, prior26_real=457.00",423.0,457.0,1247.0,1119.5,15,124,15,0,15,-150.0,-127.5,22.5,-310.5,0.0,15,0,-127.5
2026-01-24,True,"prior13_real=225.50, prior26_real=457.00",225.5,457.0,1119.5,1085.5,15,111,15,1,14,-40.0,-34.0,6.0,-344.5,0.066667,15,1,-34.0
2026-01-25,True,"prior13_real=225.50, prior26_real=243.00",225.5,243.0,1085.5,1155.5,15,108,15,2,13,70.0,70.0,0.0,-274.5,0.133333,15,2,70.0
2026-01-26,True,"prior13_real=225.50, prior26_real=243.00",225.5,243.0,1155.5,1121.5,15,115,15,1,14,-40.0,-34.0,6.0,-308.5,0.066667,15,1,-34.0
2026-01-27,True,"prior13_real=121.50, prior26_real=336.50",121.5,336.5,1121.5,1087.5,15,112,15,1,14,-40.0,-34.0,6.0,-342.5,0.066667,15,1,-34.0
2026-01-28,False,"prior13_real=-92.50, prior26_real=232.50",-92.5,232.5,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,1,-34.0
2026-01-29,False,"prior13_real=-196.50, prior26_real=18.50",-196.5,18.5,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,2,70.0
2026-01-30,False,"prior13_real=-306.50, prior26_real=122.50",-306.5,122.5,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,0,-127.5
2026-01-31,False,"prior13_real=-400.00, prior26_real=29.00",-400.0,29.0,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,0,-127.5
2026-02-01,False,"prior13_real=-400.00, prior26_real=29.00",-400.0,29.0,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,2,70.0
2026-02-02,False,"prior13_real=-400.00, prior26_real=226.50",-400.0,226.5,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,0,-127.5
2026-02-03,False,"prior13_real=-400.00, prior26_real=-81.00",-400.0,-81.0,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,3,180.0
2026-02-04,False,"prior13_real=-186.00, prior26_real=133.00",-186.0,133.0,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,2,70.0
2026-02-05,False,"prior13_real=-186.00, prior26_real=237.00",-186.0,237.0,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,0,-127.5
2026-02-06,False,"prior13_real=-186.00, prior26_real=39.50",-186.0,39.5,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,2,70.0
2026-02-07,False,"prior13_real=-82.00, prior26_real=143.50",-82.0,143.5,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,2,70.0
2026-02-08,False,"prior13_real=-82.00, prior26_real=143.50",-82.0,143.5,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,0,-127.5
2026-02-09,False,"prior13_real=-175.50, prior26_real=-54.00",-175.5,-54.0,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,1,-34.0
2026-02-10,False,"prior13_real=-175.50, prior26_real=-268.00",-175.5,-268.0,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,0,-127.5
2026-02-11,False,"prior13_real=-269.00, prior26_real=-465.50",-269.0,-465.5,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,0,-127.5
2026-02-12,False,"prior13_real=-466.50, prior26_real=-773.00",-466.5,-773.0,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,0,-127.5
2026-02-13,False,"prior13_real=-466.50, prior26_real=-866.50",-466.5,-866.5,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,3,180.0
2026-02-14,False,"prior13_real=-159.00, prior26_real=-559.00",-159.0,-559.0,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,1,-34.0
2026-02-15,False,"prior13_real=-263.00, prior26_real=-663.00",-263.0,-663.0,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,0,-127.5
2026-02-16,False,"prior13_real=-263.00, prior26_real=-663.00",-263.0,-663.0,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,1,-34.0
2026-02-17,False,"prior13_real=-477.00, prior26_real=-663.00",-477.0,-663.0,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,1,-34.0
2026-02-18,False,"prior13_real=-581.00, prior26_real=-767.00",-581.0,-767.0,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,0,-127.5
2026-02-19,False,"prior13_real=-581.00, prior26_real=-767.00",-581.0,-767.0,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,1,-34.0
2026-02-20,False,"prior13_real=-685.00, prior26_real=-767.00",-685.0,-767.0,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,2,70.0
2026-02-21,False,"prior13_real=-685.00, prior26_real=-767.00",-685.0,-767.0,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,1,-34.0
2026-02-22,False,"prior13_real=-591.50, prior26_real=-767.00",-591.5,-767.0,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,2,70.0
2026-02-23,False,"prior13_real=-487.50, prior26_real=-663.00",-487.5,-663.0,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,0,-127.5
2026-02-24,False,"prior13_real=-487.50, prior26_real=-756.50",-487.5,-756.5,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,1,-34.0
2026-02-25,False,"prior13_real=-394.00, prior26_real=-860.50",-394.0,-860.5,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,2,70.0
2026-02-26,False,"prior13_real=-196.50, prior26_real=-663.00",-196.5,-663.0,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,2,70.0
2026-02-27,False,"prior13_real=-306.50, prior26_real=-465.50",-306.5,-465.5,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,1,-34.0
2026-02-28,False,"prior13_real=-306.50, prior26_real=-569.50",-306.5,-569.5,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,1,-34.0
2026-03-01,False,"prior13_real=-213.00, prior26_real=-476.00",-213.0,-476.0,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,2,70.0
2026-03-02,False,"prior13_real=-109.00, prior26_real=-586.00",-109.0,-586.0,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,1,-34.0
2026-03-03,False,"prior13_real=-109.00, prior26_real=-690.00",-109.0,-690.0,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,2,70.0
2026-03-04,False,"prior13_real=88.50, prior26_real=-492.50",88.5,-492.5,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,0,-127.5
2026-03-05,False,"prior13_real=-5.00, prior26_real=-690.00",-5.0,-690.0,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,2,70.0
2026-03-06,False,"prior13_real=-5.00, prior26_real=-690.00",-5.0,-690.0,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,1,-34.0
2026-03-07,False,"prior13_real=-5.00, prior26_real=-596.50",-5.0,-596.5,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,1,-34.0
2026-03-08,False,"prior13_real=-109.00, prior26_real=-596.50",-109.0,-596.5,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,2,70.0
2026-03-09,False,"prior13_real=88.50, prior26_real=-399.00",88.5,-399.0,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,3,180.0
2026-03-10,False,"prior13_real=302.50, prior26_real=-91.50",302.5,-91.5,1087.5,1087.5,0,108,0,0,0,0.0,0.0,0.0,-342.5,0.0,15,2,70.0
2026-03-11,True,"prior13_real=302.50, prior26_real=106.00",302.5,106.0,1087.5,1053.5,15,108,15,1,14,-40.0,-34.0,6.0,-376.5,0.066667,15,1,-34.0
2026-03-12,False,"prior13_real=198.50, prior26_real=-108.00",198.5,-108.0,1053.5,1053.5,0,105,0,0,0,0.0,0.0,0.0,-376.5,0.0,15,2,70.0
2026-03-13,False,"prior13_real=302.50, prior26_real=-4.00",302.5,-4.0,1053.5,1053.5,0,105,0,0,0,0.0,0.0,0.0,-376.5,0.0,15,2,70.0
2026-03-14,True,"prior13_real=406.50, prior26_real=193.50",406.5,193.5,1053.5,1453.5,15,105,15,5,10,400.0,400.0,0.0,0.0,0.333333,15,5,400.0
2026-03-15,True,"prior13_real=736.50, prior26_real=627.50",736.5,627.5,1453.5,1633.5,15,145,15,3,12,180.0,180.0,0.0,0.0,0.2,15,3,180.0
2026-03-16,True,"prior13_real=950.50, prior26_real=841.50",950.5,841.5,1633.5,1506.0,15,163,15,0,15,-150.0,-127.5,22.5,-127.5,0.0,15,0,-127.5
2026-03-17,True,"prior13_real=753.00, prior26_real=841.50",753.0,841.5,1506.0,1472.0,15,150,15,1,14,-40.0,-34.0,6.0,-161.5,0.066667,15,1,-34.0
2026-03-18,True,"prior13_real=846.50, prior26_real=841.50",846.5,841.5,1472.0,1542.0,15,147,15,2,13,70.0,70.0,0.0,-91.5,0.133333,15,2,70.0
2026-03-19,True,"prior13_real=846.50, prior26_real=841.50",846.5,841.5,1542.0,1414.5,15,154,15,0,15,-150.0,-127.5,22.5,-219.0,0.0,15,0,-127.5
2026-03-20,True,"prior13_real=753.00, prior26_real=748.00",753.0,748.0,1414.5,1380.5,15,141,15,1,14,-40.0,-34.0,6.0,-253.0,0.066667,15,1,-34.0
2026-03-21,True,"prior13_real=753.00, prior26_real=644.00",753.0,644.0,1380.5,1346.5,15,138,15,1,14,-40.0,-34.0,6.0,-287.0,0.066667,15,1,-34.0
2026-03-22,True,"prior13_real=649.00, prior26_real=737.50",649.0,737.5,1346.5,1526.5,15,134,15,3,12,180.0,180.0,0.0,-107.0,0.2,15,3,180.0
2026-03-23,True,"prior13_real=649.00, prior26_real=951.50",649.0,951.5,1526.5,1596.5,15,152,15,2,13,70.0,70.0,0.0,-37.0,0.133333,15,2,70.0
2026-03-24,True,"prior13_real=649.00, prior26_real=951.50",649.0,951.5,1596.5,1886.5,15,159,15,4,11,290.0,290.0,0.0,0.0,0.266667,15,4,290.0
2026-03-25,True,"prior13_real=973.00, prior26_real=1171.50",973.0,1171.5,1886.5,1759.0,15,188,15,0,15,-150.0,-127.5,22.5,-127.5,0.0,15,0,-127.5
2026-03-26,True,"prior13_real=775.50, prior26_real=1078.00",775.5,1078.0,1759.0,1725.0,15,175,15,1,14,-40.0,-34.0,6.0,-161.5,0.066667,15,1,-34.0
2026-03-27,True,"prior13_real=671.50, prior26_real=1078.00",671.5,1078.0,1725.0,1905.0,15,172,15,3,12,180.0,180.0,0.0,0.0,0.2,15,3,180.0
2026-03-28,True,"prior13_real=451.50, prior26_real=1188.00",451.5,1188.0,1905.0,2085.0,15,190,15,3,12,180.0,180.0,0.0,0.0,0.2,15,3,180.0
2026-03-29,True,"prior13_real=451.50, prior26_real=1402.00",451.5,1402.0,2085.0,1957.5,15,208,15,0,15,-150.0,-127.5,22.5,-127.5,0.0,15,0,-127.5
2026-03-30,True,"prior13_real=451.50, prior26_real=1204.50",451.5,1204.5,1957.5,2027.5,15,195,15,2,13,70.0,70.0,0.0,-57.5,0.133333,15,2,70.0
2026-03-31,True,"prior13_real=555.50, prior26_real=1402.00",555.5,1402.0,2027.5,2317.5,15,202,15,4,11,290.0,290.0,0.0,0.0,0.266667,15,4,290.0
2026-04-01,True,"prior13_real=775.50, prior26_real=1622.00",775.5,1622.0,2317.5,2283.5,15,231,15,1,14,-40.0,-34.0,6.0,-34.0,0.066667,15,1,-34.0
2026-04-02,True,"prior13_real=869.00, prior26_real=1622.00",869.0,1622.0,2283.5,2353.5,15,228,15,2,13,70.0,70.0,0.0,0.0,0.133333,15,2,70.0
2026-04-03,True,"prior13_real=973.00, prior26_real=1726.00",973.0,1726.0,2353.5,2423.5,15,235,15,2,13,70.0,70.0,0.0,0.0,0.133333,15,2,70.0
2026-04-04,True,"prior13_real=1077.00, prior26_real=1726.00",1077.0,1726.0,2423.5,2389.5,15,242,15,1,14,-40.0,-34.0,6.0,-34.0,0.066667,15,1,-34.0
2026-04-05,True,"prior13_real=863.00, prior26_real=1512.00",863.0,1512.0,2389.5,2262.0,15,238,15,0,15,-150.0,-127.5,22.5,-161.5,0.0,15,0,-127.5
2026-04-06,True,"prior13_real=665.50, prior26_real=1314.50",665.5,1314.5,2262.0,2228.0,15,226,15,1,14,-40.0,-34.0,6.0,-195.5,0.066667,15,1,-34.0
2026-04-07,True,"prior13_real=341.50, prior26_real=1314.50",341.5,1314.5,2228.0,2408.0,15,222,15,3,12,180.0,180.0,0.0,-15.5,0.2,15,3,180.0
2026-04-08,True,"prior13_real=649.00, prior26_real=1424.50",649.0,1424.5,2408.0,2374.0,15,240,15,1,14,-40.0,-34.0,6.0,-49.5,0.066667,15,1,-34.0
2026-04-09,True,"prior13_real=649.00, prior26_real=1320.50",649.0,1320.5,2374.0,2554.0,15,237,15,3,12,180.0,180.0,0.0,0.0,0.2,15,3,180.0
2026-04-10,True,"prior13_real=649.00, prior26_real=1100.50",649.0,1100.5,2554.0,2624.0,15,255,15,2,13,70.0,70.0,0.0,0.0,0.133333,15,2,70.0
2026-04-11,True,"prior13_real=539.00, prior26_real=990.50",539.0,990.5,2624.0,2914.0,15,262,15,4,11,290.0,290.0,0.0,0.0,0.266667,15,4,290.0
2026-04-12,True,"prior13_real=956.50, prior26_real=1408.00",956.5,1408.0,2914.0,2880.0,15,291,15,1,14,-40.0,-34.0,6.0,-34.0,0.066667,15,1,-34.0
2026-04-13,True,"prior13_real=852.50, prior26_real=1408.00",852.5,1408.0,2880.0,2752.5,15,288,15,0,15,-150.0,-127.5,22.5,-161.5,0.0,15,0,-127.5
2026-04-14,True,"prior13_real=435.00, prior26_real=1210.50",435.0,1210.5,2752.5,2822.5,15,275,15,2,13,70.0,70.0,0.0,-91.5,0.133333,15,2,70.0
2026-04-15,True,"prior13_real=539.00, prior26_real=1408.00",539.0,1408.0,2822.5,2892.5,15,282,15,2,13,70.0,70.0,0.0,-21.5,0.133333,15,2,70.0
2026-04-16,True,"prior13_real=539.00, prior26_real=1512.00",539.0,1512.0,2892.5,3292.5,15,289,15,5,10,400.0,400.0,0.0,0.0,0.333333,15,5,400.0
2026-04-17,True,"prior13_real=869.00, prior26_real=1946.00",869.0,1946.0,3292.5,3362.5,15,329,15,2,13,70.0,70.0,0.0,0.0,0.133333,15,2,70.0
2026-04-18,True,"prior13_real=973.00, prior26_real=1836.00",973.0,1836.0,3362.5,3432.5,15,336,15,2,13,70.0,70.0,0.0,0.0,0.133333,15,2,70.0
2026-04-19,True,"prior13_real=1170.50, prior26_real=1836.00",1170.5,1836.0,3432.5,3398.5,15,343,15,1,14,-40.0,-34.0,6.0,-34.0,0.066667,15,1,-34.0
2026-04-20,True,"prior13_real=1170.50, prior26_real=1512.00",1170.5,1512.0,3398.5,3468.5,15,339,15,2,13,70.0,70.0,0.0,0.0,0.133333,15,2,70.0
2026-04-21,True,"prior13_real=1060.50, prior26_real=1709.50",1060.5,1709.5,3468.5,3341.0,15,346,15,0,15,-150.0,-127.5,22.5,-127.5,0.0,15,0,-127.5
2026-04-22,True,"prior13_real=967.00, prior26_real=1616.00",967.0,1616.0,3341.0,3213.5,15,334,15,0,15,-150.0,-127.5,22.5,-255.0,0.0,15,0,-127.5
2026-04-23,True,"prior13_real=659.50, prior26_real=1308.50",659.5,1308.5,3213.5,3086.0,15,321,15,0,15,-150.0,-127.5,22.5,-382.5,0.0,15,0,-127.5
2026-04-24,True,"prior13_real=462.00, prior26_real=1001.00",462.0,1001.0,3086.0,3156.0,15,308,15,2,13,70.0,70.0,0.0,-312.5,0.133333,15,2,70.0
2026-04-25,True,"prior13_real=242.00, prior26_real=1198.50",242.0,1198.5,3156.0,3028.5,15,315,15,0,15,-150.0,-127.5,22.5,-440.0,0.0,15,0,-127.5
2026-04-26,True,"prior13_real=148.50, prior26_real=1001.00",148.5,1001.0,3028.5,2994.5,15,302,15,1,14,-40.0,-34.0,6.0,-474.0,0.066667,15,1,-34.0
2026-04-27,True,"prior13_real=242.00, prior26_real=677.00",242.0,677.0,2994.5,2867.0,15,299,15,0,15,-150.0,-127.5,22.5,-601.5,0.0,15,0,-127.5
